loss,accuracy,val_loss,val_accuracy
0.5475554466247559,0.0009491525706835091,0.5404603481292725,0.0
0.5389228463172913,0.0009491525706835091,0.543097972869873,0.0
0.5384246706962585,0.0009491525706835091,0.5388239026069641,0.0
0.5378371477127075,0.0009491525706835091,0.5379704833030701,0.0
0.5374723076820374,0.0009491525706835091,0.5395376682281494,0.0
0.537896454334259,0.0009491525706835091,0.5412479043006897,0.0
0.537028431892395,0.0009491525706835091,0.5410062074661255,0.0
0.5368813276290894,0.0009491525706835091,0.5449271202087402,0.0
0.5369241833686829,0.0009491525706835091,0.5392022728919983,0.0
0.5367214679718018,0.0009491525706835091,0.5381637811660767,0.0
0.5371032357215881,0.0009491525706835091,0.5378149151802063,0.0
0.5368317365646362,0.0009491525706835091,0.5379641056060791,0.0
0.5366914868354797,0.0009491525706835091,0.5377233624458313,0.0
0.5364912152290344,0.0009491525706835091,0.5377721190452576,0.0
0.5366702675819397,0.0009491525706835091,0.5376393795013428,0.0
0.5364986062049866,0.0009491525706835091,0.5383692383766174,0.0
0.53659588098526,0.0009491525706835091,0.5375192165374756,0.0
0.536571204662323,0.0009491525706835091,0.5374794602394104,0.0
0.5364012122154236,0.0009491525706835091,0.5389129519462585,0.0
0.5365390181541443,0.0009491525706835091,0.5379002690315247,0.0
